Time	direction	frame	subF	slot	1stSym	nSymbol	cellId	bwpId	rnti	tbSize	mcs	rank	rv	SINR(dB)	CQI	corrupt	TBler
0.414714	DL	41	4	0	9	1	3	0	9	114	0	1	0	8.53269	9	0	0
0.414786	DL	41	4	0	9	2	1	0	2	231	0	1	0	52.3246	15	0	0
0.414786	DL	41	4	0	10	1	3	0	8	114	0	1	0	24.3431	14	0	0
0.414857	DL	41	4	0	11	1	3	0	7	114	0	1	0	48.4631	15	0	0
0.414929	DL	41	4	0	11	2	1	0	1	231	0	1	0	13.4594	11	0	0
0.415143	DL	41	5	0	1	1	1	0	7	114	0	1	0	8.83806	8	0	0
0.415143	DL	41	5	0	1	1	3	0	22	114	0	1	0	-3.59234	2	0	0
0.415214	DL	41	5	0	2	1	1	0	6	114	0	1	0	25.438	15	0	0
0.415214	DL	41	5	0	2	1	3	0	21	114	0	1	0	40.9128	15	0	0
0.415286	DL	41	5	0	3	1	1	0	5	114	0	1	0	14.921	10	0	0
0.415286	DL	41	5	0	3	1	3	0	20	114	0	1	0	32.568	15	0	0
0.415357	DL	41	5	0	4	1	3	0	19	114	0	1	0	7.20903	7	0	0
0.415429	DL	41	5	0	4	2	1	0	4	231	0	1	0	49.2052	15	0	0
0.415429	DL	41	5	0	5	1	3	0	18	114	0	1	0	53.9288	15	0	0
0.4155	DL	41	5	0	6	1	3	0	12	114	0	1	0	32.6775	15	0	0
0.415571	DL	41	5	0	6	2	1	0	3	231	0	1	0	32.2883	15	0	0
0.415571	DL	41	5	0	7	1	3	0	11	114	0	1	0	16.3257	12	0	0
0.415643	DL	41	5	0	8	1	3	0	10	114	0	1	0	25.662	15	0	0
0.415714	DL	41	5	0	8	2	1	0	2	231	0	1	0	48.2002	15	0	0
0.415714	DL	41	5	0	9	1	3	0	9	114	0	1	0	8.69548	9	0	0
0.415786	DL	41	5	0	10	1	3	0	8	114	0	1	0	25.2734	14	0	0
0.415857	DL	41	5	0	10	2	1	0	1	231	0	1	0	13.5808	11	0	0
0.415857	DL	41	5	0	11	1	3	0	7	114	0	1	0	48.5765	15	0	0
0.415929	DL	41	5	0	12	1	3	0	6	114	0	1	0	23.9965	14	0	0
0.416143	DL	41	6	0	1	1	1	0	7	114	0	1	0	8.73732	8	0	0
0.416143	DL	41	6	0	1	1	3	0	22	114	0	1	0	-4.65898	2	0	2.498e-15
0.416214	DL	41	6	0	2	1	1	0	6	114	0	1	0	25.8162	15	0	0
0.416214	DL	41	6	0	2	1	3	0	21	114	0	1	0	40.8553	15	0	0
0.416286	DL	41	6	0	3	1	3	0	20	114	0	1	0	32.8757	15	0	0
0.416357	DL	41	6	0	3	2	1	0	5	231	0	1	0	14.6126	10	0	0
0.416357	DL	41	6	0	4	1	3	0	19	114	0	1	0	6.32498	7	0	0
0.416429	DL	41	6	0	5	1	3	0	18	114	0	1	0	54.4359	15	0	0
0.4165	DL	41	6	0	5	2	1	0	4	231	0	1	0	49.0335	15	0	0
0.4165	DL	41	6	0	6	1	3	0	12	114	0	1	0	31.2927	15	0	0
0.416571	DL	41	6	0	7	1	3	0	11	114	0	1	0	15.9728	12	0	0
0.416643	DL	41	6	0	7	2	1	0	3	231	0	1	0	30.896	15	0	0
0.416643	DL	41	6	0	8	1	3	0	10	114	0	1	0	27.6952	15	0	0
0.416714	DL	41	6	0	9	1	3	0	9	114	0	1	0	8.77655	9	0	0
0.416786	DL	41	6	0	9	2	1	0	2	231	0	1	0	51.8919	15	0	0
0.416786	DL	41	6	0	10	1	3	0	8	114	0	1	0	24.8688	14	0	0
0.416857	DL	41	6	0	11	1	3	0	7	114	0	1	0	48.6642	15	0	0
0.416929	DL	41	6	0	11	2	1	0	1	231	0	1	0	12.7653	11	0	0
0.416929	DL	41	6	0	12	1	3	0	6	114	0	1	0	-0.326893	4	0	0
0.417143	DL	41	7	0	1	1	1	0	7	114	0	1	0	8.24374	8	0	0
0.417143	DL	41	7	0	1	1	3	0	22	114	0	1	0	-3.74822	2	0	0
0.417214	DL	41	7	0	2	1	1	0	6	114	0	1	0	25.5963	15	0	0
0.417214	DL	41	7	0	2	1	3	0	21	114	0	1	0	40.8035	15	0	0
0.417286	DL	41	7	0	3	1	3	0	20	114	0	1	0	32.5507	15	0	0
0.417357	DL	41	7	0	3	2	1	0	5	231	0	1	0	14.5041	10	0	0
0.417357	DL	41	7	0	4	1	3	0	19	114	0	1	0	6.75132	7	0	0
0.417429	DL	41	7	0	5	1	3	0	18	114	0	1	0	54.8042	15	0	0
0.4175	DL	41	7	0	5	2	1	0	4	231	0	1	0	49.0989	15	0	0
0.4175	DL	41	7	0	6	1	3	0	12	114	0	1	0	31.2174	15	0	0
0.417571	DL	41	7	0	7	1	3	0	11	114	0	1	0	15.7773	12	0	0
0.417643	DL	41	7	0	7	2	1	0	3	231	0	1	0	30.5668	15	0	0
0.417643	DL	41	7	0	8	1	3	0	10	114	0	1	0	26.8516	15	0	0
0.417714	DL	41	7	0	9	1	3	0	9	114	0	1	0	8.88562	9	0	0
0.417786	DL	41	7	0	9	2	1	0	2	231	0	1	0	52.18	15	0	0
0.417786	DL	41	7	0	10	1	3	0	8	114	0	1	0	24.7736	14	0	0
0.417857	DL	41	7	0	11	1	3	0	7	114	0	1	0	48.7508	15	0	0
0.417929	DL	41	7	0	11	2	1	0	1	231	0	1	0	13.4852	11	0	0
0.417929	DL	41	7	0	12	1	3	0	6	114	0	1	0	-0.536513	4	0	0
0.418143	DL	41	8	0	1	1	1	0	7	114	0	1	0	7.84499	8	0	0
0.418143	DL	41	8	0	1	1	3	0	22	114	0	1	0	-3.99065	2	0	0
0.418214	DL	41	8	0	2	1	1	0	6	114	0	1	0	25.7223	15	0	0
0.418214	DL	41	8	0	2	1	3	0	21	114	0	1	0	40.9436	15	0	0
0.418286	DL	41	8	0	3	1	3	0	20	114	0	1	0	32.3871	15	0	0
0.418357	DL	41	8	0	3	2	1	0	5	231	0	1	0	14.6733	10	0	0
0.418357	DL	41	8	0	4	1	3	0	19	114	0	1	0	6.4173	7	0	0
0.418429	DL	41	8	0	5	1	3	0	18	114	0	1	0	54.1532	15	0	0
0.4185	DL	41	8	0	5	2	1	0	4	231	0	1	0	49.1555	15	0	0
0.4185	DL	41	8	0	6	1	3	0	12	114	0	1	0	31.4593	15	0	0
0.418571	DL	41	8	0	7	1	3	0	11	114	0	1	0	15.8556	12	0	0
0.418643	DL	41	8	0	7	2	1	0	3	231	0	1	0	30.2719	15	0	0
0.418643	DL	41	8	0	8	1	3	0	10	114	0	1	0	27.1514	15	0	0
0.418714	DL	41	8	0	9	1	3	0	9	114	0	1	0	8.87032	9	0	0
0.418786	DL	41	8	0	9	2	1	0	2	231	0	1	0	51.7522	15	0	0
0.418786	DL	41	8	0	10	1	3	0	8	114	0	1	0	24.8491	14	0	0
0.418857	DL	41	8	0	11	1	3	0	7	114	0	1	0	48.7251	15	0	0
0.418929	DL	41	8	0	11	2	1	0	1	231	0	1	0	12.9171	11	0	0
0.418929	DL	41	8	0	12	1	3	0	6	114	0	1	0	-0.0761011	4	0	0
0.419143	DL	41	9	0	1	1	1	0	7	1404	14	1	0	7.82018	7	0	0.156848
0.419143	DL	41	9	0	1	1	3	0	22	158	2	1	0	-4.43819	2	0	1.35371e-07
0.419214	DL	41	9	0	2	1	1	0	6	4030	28	1	0	26.4182	15	0	8.29337e-13
0.419214	DL	41	9	0	2	1	3	0	21	4030	28	1	0	41.0815	15	0	0
0.419286	DL	41	9	0	3	1	3	0	20	4030	28	1	0	32.6776	15	0	0
0.419357	DL	41	9	0	3	2	1	0	5	3942	18	1	0	14.6406	10	0	0
0.419357	DL	41	9	0	4	1	3	0	19	876	10	1	0	6.40658	7	0	0
0.419429	DL	41	9	0	5	1	3	0	18	4030	28	1	0	53.9241	15	0	0
0.4195	DL	41	9	0	5	2	1	0	4	8060	28	1	0	49.1584	15	0	0
0.4195	DL	41	9	0	6	1	3	0	12	4030	28	1	0	31.6404	15	0	0
0.419571	DL	41	9	0	7	1	3	0	11	2849	22	1	0	16.3716	13	0	0
0.419643	DL	41	9	0	7	2	1	0	3	8060	28	1	0	26.3571	15	0	0.0206296
0.419643	DL	41	9	0	8	1	3	0	10	4030	28	1	0	27.6271	15	0	1.5947e-07
0.419714	DL	41	9	0	9	1	3	0	9	1404	14	1	0	9.03002	9	0	0
0.419786	DL	41	9	0	9	2	1	0	2	8060	28	1	0	51.355	15	0	0
0.419786	DL	41	9	0	10	1	3	0	8	3725	26	1	0	24.634	14	0	3.33067e-15
0.419857	DL	41	9	0	11	1	3	0	7	4030	28	1	0	48.7665	15	0	0
0.419929	DL	41	9	0	11	2	1	0	1	4818	20	1	0	13.7206	11	0	0
0.419929	DL	41	9	0	12	1	3	0	6	114	0	1	0	-0.11671	4	0	0
0.420143	DL	42	0	0	1	1	3	0	22	114	0	1	0	-3.05773	2	0	0
0.420214	DL	42	0	0	2	1	3	0	21	4030	28	1	0	41.0481	15	0	0
0.420286	DL	42	0	0	1	3	1	0	7	4206	14	1	0	9.1137	8	0	0
0.420286	DL	42	0	0	3	1	3	0	20	4030	28	1	0	32.9926	15	0	0
0.420357	DL	42	0	0	4	1	3	0	19	1081	12	1	0	6.7634	7	0	0
0.420429	DL	42	0	0	4	2	1	0	6	8060	28	1	0	26.3169	15	0	1.44156e-08
0.420429	DL	42	0	0	5	1	3	0	18	4030	28	1	0	54.739	15	0	0
0.4205	DL	42	0	0	6	1	3	0	12	4030	28	1	0	32.9939	15	0	0
0.420571	DL	42	0	0	6	2	1	0	5	3942	18	1	0	14.0801	10	0	6.28644e-11
0.420571	DL	42	0	0	7	1	3	0	11	2849	22	1	0	16.599	13	0	0
0.420643	DL	42	0	0	8	1	1	0	4	4030	28	1	0	45.9318	15	0	0
0.420643	DL	42	0	0	8	1	3	0	10	4030	28	1	0	27.5358	15	0	1.15928e-07
0.420714	DL	42	0	0	9	1	1	0	3	3725	26	1	0	27.0664	15	0	0
0.420714	DL	42	0	0	9	1	3	0	9	1752	16	1	0	9.27032	9	0	0
0.420786	DL	42	0	0	10	1	1	0	2	4030	28	1	0	53.7017	15	0	0
0.420786	DL	42	0	0	10	1	3	0	8	3725	26	1	0	24.6905	14	0	1.11022e-15
0.420857	DL	42	0	0	11	1	3	0	7	4030	28	1	0	48.8378	15	0	0
0.420929	DL	42	0	0	11	2	1	0	1	4818	20	1	0	13.2349	11	0	1.82845e-07
0.420929	DL	42	0	0	12	1	3	0	6	114	0	1	0	-0.416251	4	0	0
0.421143	DL	42	1	0	1	1	3	0	22	158	2	1	0	-4.38572	2	0	5.60024e-08
0.421214	DL	42	1	0	2	1	3	0	21	4030	28	1	0	40.8441	15	0	0
0.421286	DL	42	1	0	1	3	1	0	7	4206	14	1	0	9.08555	8	0	0
0.421286	DL	42	1	0	3	1	3	0	20	4030	28	1	0	33.4297	15	0	0
0.421357	DL	42	1	0	4	1	1	0	6	4030	28	1	0	25.876	15	0	6.8216e-10
0.421357	DL	42	1	0	4	1	3	0	19	1081	12	1	0	6.46652	7	0	2.70689e-07
0.421429	DL	42	1	0	5	1	3	0	18	4030	28	1	0	53.6741	15	0	0
0.4215	DL	42	1	0	6	1	3	0	12	4030	28	1	0	32.9765	15	0	0
0.421571	DL	42	1	0	5	3	1	0	5	5915	18	1	0	14.2712	10	0	0
0.421571	DL	42	1	0	7	1	3	0	11	2849	22	1	0	16.0843	12	0	0
0.421643	DL	42	1	0	8	1	1	0	4	4030	28	1	0	46.0637	15	0	0
0.421643	DL	42	1	0	8	1	3	0	10	4030	28	1	0	27.3692	15	0	0.000131548
0.421714	DL	42	1	0	9	1	1	0	3	4030	28	1	0	26.5027	15	0	0.000865971
0.421714	DL	42	1	0	9	1	3	0	9	1752	16	1	0	9.38006	9	0	0
0.421786	DL	42	1	0	10	1	1	0	2	4030	28	1	0	53.4	15	0	0
0.421786	DL	42	1	0	10	1	3	0	8	3725	26	1	0	24.7818	14	0	0
0.421857	DL	42	1	0	11	1	3	0	7	4030	28	1	0	48.8415	15	0	0
0.421929	DL	42	1	0	11	2	1	0	1	4818	20	1	0	13.8024	11	0	0
0.422143	DL	42	2	0	1	1	3	0	22	158	2	1	0	-2.84761	2	0	0
0.422214	DL	42	2	0	2	1	3	0	21	4030	28	1	0	40.7922	15	0	0
0.422286	DL	42	2	0	3	1	3	0	20	4030	28	1	0	33.5051	15	0	0
0.422357	DL	42	2	0	1	4	1	0	7	5607	14	1	0	9.19072	8	0	0
0.422357	DL	42	2	0	4	1	3	0	19	1081	12	1	0	7.17965	7	0	0
0.422429	DL	42	2	0	5	1	1	0	6	4030	28	1	0	26.2433	15	0	4.53543e-10
0.422429	DL	42	2	0	5	1	3	0	18	4030	28	1	0	55.0044	15	0	0
0.4225	DL	42	2	0	6	1	1	0	5	1972	18	1	0	13.2831	9	0	0.278571
0.4225	DL	42	2	0	6	1	3	0	12	4030	28	1	0	33.0828	15	0	0
0.422571	DL	42	2	0	7	1	1	0	4	4030	28	1	0	49.7912	15	0	0
0.422571	DL	42	2	0	7	1	3	0	11	2849	22	1	0	16.0394	12	0	0
0.422643	DL	42	2	0	8	1	1	0	3	4030	28	1	0	28.2006	15	0	1.2586e-06
0.422643	DL	42	2	0	8	1	3	0	10	4030	28	1	0	27.707	15	0	1.54806e-07
0.422714	DL	42	2	0	9	1	1	0	2	4030	28	1	0	47.6731	15	0	0
0.422714	DL	42	2	0	9	1	3	0	9	1752	16	1	0	9.26035	9	0	0
0.422786	DL	42	2	0	10	1	1	0	1	2409	20	1	0	14.4639	11	0	0
0.422786	DL	42	2	0	10	1	3	0	8	3725	26	1	0	25.7494	15	0	0
0.422857	DL	42	2	0	11	1	3	0	7	4030	28	1	0	49.0617	15	0	0
0.422929	DL	42	2	0	12	1	3	0	6	436	6	1	0	23.5855	14	0	0
0.423143	DL	42	3	0	1	1	3	0	22	158	2	1	0	-4.16792	2	0	2.02507e-09
0.423214	DL	42	3	0	1	2	1	0	7	2805	14	1	0	9.00844	8	0	0
0.423214	DL	42	3	0	2	1	3	0	21	4030	28	1	0	40.6563	15	0	0
0.423286	DL	42	3	0	3	1	1	0	6	4030	28	1	0	26.308	15	0	1.18201e-07
0.423286	DL	42	3	0	3	1	3	0	20	4030	28	1	0	33.7122	15	0	0
0.423357	DL	42	3	0	4	1	1	0	5	1972	18	1	0	14.7027	10	0	0
0.423357	DL	42	3	0	4	1	3	0	19	1081	12	1	0	6.53814	7	0	1.09952e-11
0.423429	DL	42	3	0	5	1	1	0	4	4030	28	1	0	49.9293	15	0	0
0.423429	DL	42	3	0	5	1	3	0	18	4030	28	1	0	55.0314	15	0	0
0.4235	DL	42	3	0	6	1	1	0	3	4030	28	1	0	31.3329	15	0	2.1716e-13
0.4235	DL	42	3	0	6	1	3	0	12	4030	28	1	0	32.4487	15	0	0
0.423571	DL	42	3	0	7	1	1	0	2	4030	28	1	0	55.4507	15	0	0
0.423571	DL	42	3	0	7	1	3	0	11	2849	22	1	0	15.9834	12	0	0
0.423643	DL	42	3	0	8	1	1	0	1	2409	20	1	0	14.2309	11	0	0
0.423643	DL	42	3	0	8	1	3	0	10	4030	28	1	0	26.9185	15	0	0.000183098
0.423714	DL	42	3	0	9	1	3	0	9	1752	16	1	0	9.21149	9	0	0
0.423786	DL	42	3	0	10	1	3	0	8	3725	26	1	0	25.9989	15	0	0
0.423857	DL	42	3	0	11	1	3	0	7	4030	28	1	0	49.051	15	0	0
0.423929	DL	42	3	0	12	1	3	0	6	436	6	1	0	23.5091	14	0	0
0.424143	DL	42	4	0	1	1	3	0	22	158	2	1	0	-3.61675	2	0	0
0.424214	DL	42	4	0	1	2	1	0	7	2805	14	1	0	8.99137	8	0	0
0.424214	DL	42	4	0	2	1	3	0	21	4030	28	1	0	40.7416	15	0	0
0.424286	DL	42	4	0	3	1	1	0	6	4030	28	1	0	26.2649	15	0	5.34639e-12
0.424286	DL	42	4	0	3	1	3	0	20	4030	28	1	0	33.7465	15	0	0
0.424357	DL	42	4	0	4	1	1	0	5	1972	18	1	0	14.3271	10	0	0
0.424357	DL	42	4	0	4	1	3	0	19	1081	12	1	0	5.85902	7	1	0.0449339
0.424429	DL	42	4	0	5	1	1	0	4	4030	28	1	0	50.1948	15	0	0
0.424429	DL	42	4	0	5	1	3	0	18	4030	28	1	0	54.5964	15	0	0
0.4245	DL	42	4	0	6	1	1	0	3	4030	28	1	0	29.0682	15	0	5.87639e-08
0.4245	DL	42	4	0	6	1	3	0	12	4030	28	1	0	32.5365	15	0	0
0.424571	DL	42	4	0	7	1	1	0	2	4030	28	1	0	55.2262	15	0	0
0.424571	DL	42	4	0	7	1	3	0	11	2849	22	1	0	16.1294	12	0	0
0.424643	DL	42	4	0	8	1	1	0	1	2409	20	1	0	14.6226	12	0	0
0.424643	DL	42	4	0	8	1	3	0	10	4030	28	1	0	26.5539	15	0	0.000133153
0.424714	DL	42	4	0	9	1	3	0	9	1752	16	1	0	8.9341	9	0	4.66294e-15
0.424786	DL	42	4	0	10	1	3	0	8	3725	26	1	0	26.1388	15	0	0
0.424857	DL	42	4	0	11	1	3	0	7	4030	28	1	0	49.2905	15	0	0
0.424929	DL	42	4	0	12	1	3	0	6	436	6	1	0	23.7343	14	0	0
0.425143	DL	42	5	0	1	1	3	0	22	158	2	1	0	-3.40913	2	0	0
0.425214	DL	42	5	0	1	2	1	0	7	2163	12	1	0	9.0336	8	0	0
0.425214	DL	42	5	0	2	1	3	0	21	4030	28	1	0	40.5413	15	0	0
0.425286	DL	42	5	0	3	1	1	0	6	4030	28	1	0	26.4455	15	0	3.8405e-07
0.425286	DL	42	5	0	3	1	3	0	20	4030	28	1	0	33.5668	15	0	0
0.425357	DL	42	5	0	4	1	1	0	5	1972	18	1	0	14.4296	10	0	0
0.425357	DL	42	5	0	4	1	3	0	19	1081	12	1	0	5.77629	7	0	0.00509453
0.425429	DL	42	5	0	5	1	1	0	4	4030	28	1	0	50.1593	15	0	0
0.425429	DL	42	5	0	5	1	3	0	18	4030	28	1	0	54.213	15	0	0
0.4255	DL	42	5	0	6	1	1	0	3	4030	28	1	0	33.5705	15	0	2.085e-13
0.4255	DL	42	5	0	6	1	3	0	12	4030	28	1	0	32.6263	15	0	0
0.425571	DL	42	5	0	7	1	1	0	2	4030	28	1	0	55.1145	15	0	0
0.425571	DL	42	5	0	7	1	3	0	11	3285	24	1	0	15.9319	12	1	0.92078
0.425643	DL	42	5	0	8	1	1	0	1	2409	20	1	0	14.014	11	0	0
0.425643	DL	42	5	0	8	1	3	0	10	4030	28	1	0	26.3887	15	0	0.000438231
0.425714	DL	42	5	0	9	1	3	0	9	1752	16	1	0	9.05027	9	0	0
0.425786	DL	42	5	0	10	1	3	0	8	3725	26	1	0	26.0946	15	0	0
0.425857	DL	42	5	0	11	1	3	0	7	4030	28	1	0	49.3592	15	0	0
0.425929	DL	42	5	0	12	1	3	0	6	436	6	1	0	23.7098	14	0	0
0.426143	DL	42	6	0	1	1	3	0	22	158	2	1	0	-4.37836	2	0	1.37616e-08
0.426214	DL	42	6	0	1	2	1	0	7	2805	14	1	0	8.59628	8	0	0
0.426214	DL	42	6	0	2	1	3	0	21	4030	28	1	0	40.5813	15	0	0
0.426286	DL	42	6	0	3	1	1	0	6	4030	28	1	0	26.4717	15	0	1.86851e-12
0.426286	DL	42	6	0	3	1	3	0	20	4030	28	1	0	33.348	15	0	0
0.426357	DL	42	6	0	4	1	1	0	5	1972	18	1	0	14.6908	10	0	0
0.426357	DL	42	6	0	4	1	3	0	19	1081	12	1	0	5.55325	6	1	0.96231
0.426429	DL	42	6	0	5	1	1	0	4	4030	28	1	0	50.2356	15	0	0
0.426429	DL	42	6	0	5	1	3	0	18	4030	28	1	0	54.5082	15	0	0
0.4265	DL	42	6	0	6	1	1	0	3	4030	28	1	0	32.4113	15	0	2.66454e-15
0.4265	DL	42	6	0	6	1	3	0	12	4030	28	1	0	32.6942	15	0	0
0.426571	DL	42	6	0	7	1	1	0	2	4030	28	1	0	55.1887	15	0	0
0.426571	DL	42	6	0	7	1	3	0	11	3285	24	1	0	15.7938	12	1	0.996147
0.426643	DL	42	6	0	8	1	1	0	1	2409	20	1	0	14.41	11	0	0
0.426643	DL	42	6	0	8	1	3	0	10	4030	28	1	0	26.7721	15	0	0.00364791
0.426714	DL	42	6	0	9	1	3	0	9	1752	16	1	0	9.15313	9	0	0
0.426786	DL	42	6	0	10	1	3	0	8	3725	26	1	0	26.303	15	0	0
0.426857	DL	42	6	0	11	1	3	0	7	4030	28	1	0	49.1949	15	0	0
0.427143	DL	42	7	0	1	1	3	0	22	158	2	1	0	-2.78059	2	0	0
0.427214	DL	42	7	0	1	2	1	0	7	2805	14	1	0	8.55147	8	0	0
0.427214	DL	42	7	0	2	1	3	0	21	4030	28	1	0	40.936	15	0	0
0.427286	DL	42	7	0	3	1	1	0	6	4030	28	1	0	26.8671	15	0	5.39635e-12
0.427286	DL	42	7	0	3	1	3	0	20	4030	28	1	0	33.3628	15	0	0
0.427357	DL	42	7	0	4	1	1	0	5	1972	18	1	0	14.4376	10	0	0
0.427357	DL	42	7	0	4	1	3	0	19	1081	12	1	0	5.10052	6	1	0.999911
0.427429	DL	42	7	0	5	1	1	0	4	4030	28	1	0	50.0713	15	0	0
0.427429	DL	42	7	0	5	1	3	0	18	4030	28	1	0	54.6692	15	0	0
0.4275	DL	42	7	0	6	1	1	0	3	4030	28	1	0	31.4286	15	0	1.42366e-11
0.4275	DL	42	7	0	6	1	3	0	12	4030	28	1	0	33.1534	15	0	0
0.427571	DL	42	7	0	7	1	1	0	2	4030	28	1	0	55.3941	15	0	0
0.427571	DL	42	7	0	7	1	3	0	11	2849	22	1	0	15.7125	12	0	0
0.427643	DL	42	7	0	8	1	1	0	1	2409	20	1	0	13.7345	11	0	0
0.427643	DL	42	7	0	8	1	3	0	10	4030	28	1	0	27.0812	15	0	0.0218685
0.427714	DL	42	7	0	9	1	3	0	9	1752	16	1	0	8.87066	9	0	1.11078e-11
0.427786	DL	42	7	0	10	1	3	0	8	3725	26	1	0	26.3559	15	0	0
0.427857	DL	42	7	0	11	1	3	0	7	4030	28	1	0	49.3737	15	0	0
0.427929	DL	42	7	0	12	1	3	0	6	436	6	1	0	23.5822	14	0	0
0.428143	DL	42	8	0	1	1	3	0	22	158	2	1	0	-4.42969	2	0	5.25615e-07
0.428214	DL	42	8	0	1	2	1	0	7	2805	14	1	0	8.78969	8	0	0
0.428214	DL	42	8	0	2	1	3	0	21	4030	28	1	0	41.2001	15	0	0
0.428286	DL	42	8	0	3	1	1	0	6	4030	28	1	0	26.6799	15	0	6.59673e-09
0.428286	DL	42	8	0	3	1	3	0	20	4030	28	1	0	33.2922	15	0	0
0.428357	DL	42	8	0	4	1	1	0	5	1752	16	1	0	14.8645	10	0	0
0.428357	DL	42	8	0	4	1	3	0	19	1081	12	1	0	5.0241	6	1	1
0.428429	DL	42	8	0	5	1	1	0	4	4030	28	1	0	50.0766	15	0	0
0.428429	DL	42	8	0	5	1	3	0	18	4030	28	1	0	54.0068	15	0	0
0.4285	DL	42	8	0	6	1	1	0	3	4030	28	1	0	31.6259	15	0	7.21423e-13
0.4285	DL	42	8	0	6	1	3	0	12	4030	28	1	0	33.2757	15	0	0
0.428571	DL	42	8	0	7	1	1	0	2	4030	28	1	0	55.3717	15	0	0
0.428571	DL	42	8	0	7	1	3	0	11	2849	22	1	0	15.7001	12	0	0
0.428643	DL	42	8	0	8	1	1	0	1	2409	20	1	0	14.2014	11	0	0
0.428643	DL	42	8	0	8	1	3	0	10	4030	28	1	0	26.2765	15	0	0.0154643
0.428714	DL	42	8	0	9	1	3	0	9	1752	16	1	0	8.43601	9	0	0.0260187
0.428786	DL	42	8	0	10	1	3	0	8	4030	28	1	0	26.5425	15	0	0.00359271
0.428857	DL	42	8	0	11	1	3	0	7	4030	28	1	0	49.2633	15	0	0
0.428929	DL	42	8	0	12	1	3	0	6	3725	26	1	0	23.6802	14	0	1.77067e-07
0.429214	DL	42	9	0	1	2	1	0	7	2805	14	1	0	9.19421	8	0	0
0.429286	DL	42	9	0	3	1	1	0	6	4030	28	1	0	26.8561	15	0	1.27032e-11
0.429357	DL	42	9	0	4	1	1	0	5	1972	18	1	0	14.6964	10	0	0
0.429429	DL	42	9	0	5	1	1	0	4	4030	28	1	0	49.6725	15	0	0
0.4295	DL	42	9	0	6	1	1	0	3	4030	28	1	0	29.6454	15	0	8.32885e-08
0.429571	DL	42	9	0	7	1	1	0	2	4030	28	1	0	56.8691	15	0	0
0.429643	DL	42	9	0	8	1	1	0	1	2409	20	1	0	13.91	11	0	0
0.429929	DL	42	9	0	1	12	3	0	19	1081	12	1	1	12.7558	10	0	0
0.430214	DL	43	0	0	1	2	1	0	7	2805	14	1	0	9.34521	9	0	0
0.430286	DL	43	0	0	3	1	1	0	6	4030	28	1	0	27.0595	15	0	1.04287e-10
