time(s)	cellId	rnti	lcid	packetSize	delay(s)
0.416029	3	6	3	111	0.00302856
0.416243	1	7	3	111	0.00224286
0.416243	3	22	3	111	0.00224286
0.416314	1	6	3	111	0.00231428
0.416314	3	21	3	111	0.00231428
0.416386	3	20	3	111	0.00238571
0.416457	1	5	3	228	0.00245714
0.416457	3	19	3	111	0.00245714
0.416529	3	18	3	111	0.00252857
0.4166	1	4	3	228	0.0026
0.4166	3	12	3	111	0.0026
0.416671	3	11	3	111	0.00267142
0.416743	1	3	3	228	0.00274285
0.416743	3	10	3	111	0.00274285
0.416814	3	9	3	111	0.00281428
0.416886	1	2	3	228	0.00288571
0.416886	3	8	3	111	0.00288571
0.416957	3	7	3	111	0.00295714
0.417029	1	1	3	228	0.00302856
0.417029	3	6	3	111	0.00302856
0.417243	1	7	3	111	0.00224286
0.417243	3	22	3	111	0.00224286
0.417314	1	6	3	111	0.00231428
0.417314	3	21	3	111	0.00231428
0.417386	3	20	3	111	0.00238571
0.417457	1	5	3	228	0.00245714
0.417457	3	19	3	111	0.00245714
0.417529	3	18	3	111	0.00252857
0.4176	1	4	3	228	0.0026
0.4176	3	12	3	111	0.0026
0.417671	3	11	3	111	0.00267142
0.417743	1	3	3	228	0.00274285
0.417743	3	10	3	111	0.00274285
0.417814	3	9	3	111	0.00281428
0.417886	1	2	3	228	0.00288571
0.417886	3	8	3	111	0.00288571
0.417957	3	7	3	111	0.00295714
0.418029	1	1	3	228	0.00302856
0.418029	3	6	3	111	0.00302856
0.418243	1	7	3	111	0.00224286
0.418243	3	22	3	111	0.00224286
0.418314	1	6	3	111	0.00231428
0.418314	3	21	3	111	0.00231428
0.418386	3	20	3	111	0.00238571
0.418457	1	5	3	228	0.00245714
0.418457	3	19	3	111	0.00245714
0.418529	3	18	3	111	0.00252857
0.4186	1	4	3	228	0.0026
0.4186	3	12	3	111	0.0026
0.418671	3	11	3	111	0.00267142
0.418743	1	3	3	228	0.00274285
0.418743	3	10	3	111	0.00274285
0.418814	3	9	3	111	0.00281428
0.418886	1	2	3	228	0.00288571
0.418886	3	8	3	111	0.00288571
0.418957	3	7	3	111	0.00295714
0.419029	1	1	3	228	0.00302856
0.419029	3	6	3	111	0.00302856
0.419243	1	7	3	1401	0.00224286
0.419243	3	22	3	155	0.00224286
0.419314	1	6	3	4027	0.00231428
0.419314	3	21	3	4027	0.00231428
0.419386	3	20	3	4027	0.00238571
0.419457	1	5	3	3939	0.00245714
0.419457	3	19	3	873	0.00245714
0.419529	3	18	3	4027	0.00252857
0.4196	1	4	3	8057	0.0026
0.4196	3	12	3	4027	0.0026
0.419671	3	11	3	2846	0.00267142
0.419743	1	3	3	8057	0.00274285
0.419743	3	10	3	4027	0.00274285
0.419814	3	9	3	1401	0.00281428
0.419886	1	2	3	8057	0.00288571
0.419886	3	8	3	3722	0.00288571
0.419957	3	7	3	4027	0.00295714
0.420029	1	1	3	4815	0.00302856
0.420029	3	6	3	111	0.00302856
0.420243	1	7	3	1401	0.00224286
0.420243	3	22	3	111	0.00224286
0.420314	1	6	3	4027	0.00231428
0.420314	3	21	3	4027	0.00231428
0.420386	3	20	3	4027	0.00238571
0.420457	1	5	3	3939	0.00245714
0.420457	3	19	3	1078	0.00245714
0.420529	3	18	3	4027	0.00252857
0.4206	1	4	3	8057	0.0026
0.4206	3	12	3	4027	0.0026
0.420671	3	11	3	2846	0.00267142
0.420743	1	3	3	7445	0.00274285
0.420743	3	10	3	4027	0.00274285
0.420814	3	9	3	1749	0.00281428
0.420886	1	2	3	8057	0.00288571
0.420886	3	8	3	3722	0.00288571
0.420957	3	7	3	4027	0.00295714
0.421029	1	1	3	4815	0.00302856
0.421029	3	6	3	111	0.00302856
0.421243	1	7	3	1401	0.00224286
0.421243	3	22	3	155	0.00224286
0.421314	1	6	3	4027	0.00231428
0.421314	3	21	3	4027	0.00231428
0.421386	3	20	3	4027	0.00238571
0.421457	1	5	3	3939	0.00245714
0.421457	3	19	3	1078	0.00245714
0.421529	3	18	3	4027	0.00252857
0.4216	1	4	3	8057	0.0026
0.4216	3	12	3	4027	0.0026
0.421671	3	11	3	2846	0.00267142
0.421743	1	3	3	8057	0.00274285
0.421743	3	10	3	4027	0.00274285
0.421814	3	9	3	1749	0.00281428
0.421886	1	2	3	8057	0.00288571
0.421886	3	8	3	3722	0.00288571
0.421957	3	7	3	4027	0.00295714
0.422029	1	1	3	4815	0.00302856
0.422243	1	7	3	1401	0.00224286
0.422243	3	22	3	155	0.00224286
0.422314	1	6	3	4027	0.00231428
0.422314	3	21	3	4027	0.00231428
0.422386	3	20	3	4027	0.00238571
0.422457	1	5	3	3939	0.00245714
0.422457	3	19	3	1078	0.00245714
0.422529	3	18	3	4027	0.00252857
0.4226	1	4	3	8057	0.0026
0.4226	3	12	3	4027	0.0026
0.422671	3	11	3	2846	0.00267142
0.422743	1	3	3	8057	0.00274285
0.422743	3	10	3	4027	0.00274285
0.422814	3	9	3	1749	0.00281428
0.422886	1	2	3	8057	0.00288571
0.422886	3	8	3	3722	0.00288571
0.422957	3	7	3	4027	0.00295714
0.423029	1	1	3	4815	0.00302856
0.423029	3	6	3	433	0.00302856
0.423243	1	7	3	1401	0.00224286
0.423243	3	22	3	155	0.00224286
0.423314	1	6	3	4027	0.00231428
0.423314	3	21	3	4027	0.00231428
0.423386	3	20	3	4027	0.00238571
0.423457	1	5	3	3939	0.00245714
0.423457	3	19	3	1078	0.00245714
0.423529	3	18	3	4027	0.00252857
0.4236	1	4	3	8057	0.0026
0.4236	3	12	3	4027	0.0026
0.423671	3	11	3	2846	0.00267142
0.423743	1	3	3	8057	0.00274285
0.423743	3	10	3	4027	0.00274285
0.423814	3	9	3	1749	0.00281428
0.423886	1	2	3	8057	0.00288571
0.423886	3	8	3	3722	0.00288571
0.423957	3	7	3	4027	0.00295714
0.424029	1	1	3	4815	0.00302856
0.424029	3	6	3	433	0.00302856
0.424243	1	7	3	1401	0.00224286
0.424243	3	22	3	155	0.00224286
0.424314	1	6	3	4027	0.00231428
0.424314	3	21	3	4027	0.00231428
0.424386	3	20	3	4027	0.00238571
0.424457	1	5	3	3939	0.00245714
0.424529	3	18	3	4027	0.00252857
0.4246	1	4	3	8057	0.0026
0.4246	3	12	3	4027	0.0026
0.424671	3	11	3	2846	0.00267142
0.424743	1	3	3	8057	0.00274285
0.424743	3	10	3	4027	0.00274285
0.424814	3	9	3	1749	0.00281428
0.424886	1	2	3	8057	0.00288571
0.424886	3	8	3	3720	0.00288571
0.424957	3	7	3	4027	0.00295714
0.425029	1	1	3	4815	0.00302856
0.425029	3	6	3	433	0.00302856
0.425243	1	7	3	1078	0.00224286
0.425243	3	22	3	155	0.00224286
0.425314	1	6	3	4027	0.00231428
0.425314	3	21	3	4027	0.00231428
0.425386	1	5	3	1969	0.00238571
0.425386	3	20	3	4027	0.00238571
0.425457	3	19	3	1078	0.00245714
0.425529	1	4	3	8057	0.00252857
0.425529	3	18	3	4027	0.00252857
0.4256	3	12	3	4027	0.0026
0.425671	1	3	3	8057	0.00267142
0.425671	3	11	3	3282	0.00267142
0.425814	1	2	3	8057	0.00281428
0.425814	3	9	3	1749	0.00281428
0.425886	3	8	3	3722	0.00288571
0.425957	1	1	3	4815	0.00295714
0.425957	3	7	3	4027	0.00295714
0.426029	3	6	3	433	0.00302856
0.426243	1	7	3	1401	0.00224286
0.426243	3	22	3	155	0.00224286
0.426314	1	6	3	4027	0.00231428
0.426314	3	21	3	4027	0.00231428
0.426386	3	20	3	4027	0.00238571
0.426457	1	5	3	3939	0.00245714
0.426529	3	18	3	4027	0.00252857
0.4266	1	4	3	8057	0.0026
0.4266	3	12	3	4027	0.0026
0.426743	1	3	3	8057	0.00274285
0.426743	3	10	3	4027	0.00274285
0.426814	3	9	3	1749	0.00281428
0.426886	1	2	3	8057	0.00288571
0.426886	3	8	3	3722	0.00288571
0.426957	3	7	3	4027	0.00295714
0.427029	1	1	3	4815	0.00302856
0.427243	3	22	3	155	0.00224286
0.427314	1	6	3	4027	0.00231428
0.427314	3	21	3	4027	0.00231428
0.427386	3	20	3	4027	0.00238571
0.427457	1	5	3	3939	0.00245714
0.427529	3	18	3	4027	0.00252857
0.4276	1	4	3	8057	0.0026
0.4276	3	12	3	4027	0.0026
0.427743	1	3	3	8057	0.00274285
0.427743	3	10	3	4027	0.00274285
0.427814	3	9	3	1749	0.00281428
0.427886	1	2	3	8057	0.00288571
0.427886	3	8	3	3722	0.00288571
0.427957	3	7	3	4027	0.00295714
0.428029	1	1	3	4815	0.00302856
0.428029	3	6	3	433	0.00302856
0.428243	1	7	3	1401	0.00224286
0.428243	3	22	3	155	0.00224286
0.428314	1	6	3	4027	0.00231428
0.428314	3	21	3	4027	0.00231428
0.428386	3	20	3	4027	0.00238571
0.428457	1	5	3	3939	0.00245714
0.428529	3	18	3	4027	0.00252857
0.4286	1	4	3	8057	0.0026
0.4286	3	12	3	4027	0.0026
0.428743	1	3	3	8057	0.00274285
0.428743	3	10	3	4027	0.00274285
0.428814	3	9	3	1749	0.00281428
0.428886	1	2	3	8057	0.00288571
0.428886	3	8	3	3722	0.00288571
0.428957	3	7	3	4027	0.00295714
0.429029	1	1	3	4815	0.00302856
0.429029	3	6	3	433	0.00302856
0.429243	1	7	3	1401	0.00224286
0.429314	1	6	3	4027	0.00231428
0.429457	1	5	3	3939	0.00245714
0.4296	1	4	3	8057	0.0026
0.429743	1	3	3	8057	0.00274285
0.429886	1	2	3	8057	0.00288571
0.430029	3	19	3	1078	0.00802856
0.430029	1	1	3	4815	0.00302856
0.430243	1	7	3	1401	0.00224286
0.430314	1	6	3	4027	0.00231428
0.430457	1	5	3	3939	0.00245714
0.4306	1	4	3	8057	0.0026
0.430743	1	3	3	8057	0.00274285
0.430886	1	2	3	8057	0.00288571
0.431029	3	10	3	4027	0.00802856
0.431029	1	1	3	4815	0.00302856
0.431243	1	7	3	1078	0.00224286
0.431314	1	6	3	4027	0.00231428
0.431457	1	5	3	3939	0.00245714
0.4316	1	4	3	8057	0.0026
0.431743	1	3	3	8057	0.00274285
0.431886	1	2	3	8057	0.00288571
0.432029	3	11	3	3282	0.00802856
0.432029	3	19	3	1078	0.00802856
0.432029	1	1	3	4815	0.00302856
0.433029	1	7	3	1401	0.00802856
0.433029	3	11	3	3282	0.00802856
0.433029	3	19	3	1078	0.00802856
0.433243	1	7	3	1078	0.00224286
0.433314	1	6	3	4027	0.00231428
0.433457	1	5	3	3939	0.00245714
0.4336	1	4	3	8057	0.0026
0.433743	1	3	3	8057	0.00274285
0.433886	1	2	3	8057	0.00288571
0.434029	3	11	3	3282	0.00802856
0.434029	3	19	3	1078	0.00802856
0.434029	1	1	3	4815	0.00302856
0.434243	1	7	3	1078	0.00224286
0.434243	3	22	3	155	0.00224286
0.434314	1	6	3	4027	0.00231428
0.434314	3	21	3	4027	0.00231428
0.434386	1	5	3	1969	0.00238571
0.434386	3	20	3	4027	0.00238571
0.434457	3	19	3	638	0.00245714
0.434529	1	4	3	8057	0.00252857
0.434529	3	18	3	4027	0.00252857
0.4346	3	12	3	4027	0.0026
0.434671	1	3	3	8057	0.00267142
0.434671	3	11	3	2846	0.00267142
0.434814	1	2	3	8057	0.00281428
0.434886	3	8	3	3722	0.00288571
0.434957	1	1	3	4815	0.00295714
0.434957	3	7	3	4027	0.00295714
0.435029	3	6	3	433	0.00302856
0.435243	1	7	3	1401	0.00224286
0.435243	3	22	3	155	0.00224286
0.435314	1	6	3	4027	0.00231428
0.435314	3	21	3	4027	0.00231428
0.435386	3	20	3	4027	0.00238571
0.435457	1	5	3	3939	0.00245714
0.435529	3	18	3	4027	0.00252857
0.4356	1	4	3	8057	0.0026
0.4356	3	12	3	4027	0.0026
0.435671	3	11	3	2846	0.00267142
0.435743	1	3	3	8057	0.00274285
0.435743	3	10	3	4027	0.00274285
0.435886	1	2	3	8057	0.00288571
0.435886	3	8	3	3722	0.00288571
0.435957	3	7	3	4027	0.00295714
0.436243	1	7	3	1401	0.00224286
0.436243	3	22	3	155	0.00224286
0.436314	1	6	3	4027	0.00231428
0.436314	3	21	3	4027	0.00231428
0.436386	1	5	3	1969	0.00238571
0.436386	3	20	3	4027	0.00238571
0.436529	1	4	3	8057	0.00252857
0.436529	3	18	3	4027	0.00252857
0.4366	3	12	3	4027	0.0026
0.436671	1	3	3	8057	0.00267142
0.436671	3	11	3	2846	0.00267142
0.436814	1	2	3	8057	0.00281428
0.436886	3	8	3	3722	0.00288571
0.436957	1	1	3	4815	0.00295714
0.436957	3	7	3	4027	0.00295714
0.437029	3	6	3	433	0.00302856
0.437243	3	22	3	155	0.00224286
0.437314	1	6	3	4027	0.00231428
0.437314	3	21	3	4027	0.00231428
0.437386	3	20	3	4027	0.00238571
0.437457	1	5	3	3939	0.00245714
0.437529	3	18	3	4027	0.00252857
0.4376	1	4	3	8057	0.0026
0.4376	3	12	3	4027	0.0026
0.437743	1	3	3	8057	0.00274285
0.437743	3	10	3	4027	0.00274285
0.437886	1	2	3	8057	0.00288571
0.437886	3	8	3	3722	0.00288571
0.437957	3	7	3	4027	0.00295714
0.438029	3	6	3	433	0.00302856
0.438243	3	22	3	155	0.00224286
0.438314	1	6	3	4027	0.00231428
0.438314	3	21	3	4027	0.00231428
0.438386	1	5	3	1969	0.00238571
0.438386	3	20	3	4027	0.00238571
0.438529	1	4	3	6811	0.00252857
0.438529	3	18	3	4027	0.00252857
0.4386	3	12	3	4027	0.0026
0.438671	1	3	3	7423	0.00267142
0.438671	3	11	3	1749	0.00267142
0.438814	1	2	3	6811	0.00281428
0.438886	3	8	3	3722	0.00288571
0.438957	3	7	3	4027	0.00295714
0.439029	3	6	3	433	0.00302856
0.439386	1	7	3	4203	0.00238571
0.4396	1	6	3	12088	0.0026
0.439814	1	5	3	5912	0.00281428
0.440029	3	9	3	1749	0.00802856
0.440029	3	10	3	4027	0.00802856
0.441029	1	1	3	5692	0.00802856
0.441029	3	9	3	1749	0.00802856
0.441386	1	7	3	4203	0.00238571
0.4416	1	6	3	12088	0.0026
0.441814	1	5	3	5912	0.00281428
0.442029	3	9	3	1749	0.00802856
0.442029	3	10	3	4027	0.00802856
0.442029	1	1	3	7225	0.00302856
0.443029	1	1	3	5692	0.00802856
0.443029	1	7	3	1749	0.00802856
0.443029	3	9	3	1749	0.00802856
0.443029	3	11	3	4027	0.00802856
0.443957	3	9	3	1749	0.00795714
0.443957	3	10	3	4027	0.00795714
0.443957	3	19	3	1401	0.00795714
0.444029	1	1	3	5692	0.00802856
0.444029	1	7	3	3722	0.00802856
0.444243	3	22	3	155	0.00224286
0.444314	3	21	3	4027	0.00231428
0.444386	3	20	3	4027	0.00238571
0.444457	3	19	3	873	0.00245714
0.444529	3	18	3	4027	0.00252857
0.4446	3	12	3	4027	0.0026
0.444671	3	11	3	2846	0.00267142
0.444743	3	10	3	3722	0.00274285
0.444814	3	9	3	1401	0.00281428
0.444886	3	8	3	3722	0.00288571
0.444957	3	7	3	4027	0.00295714
0.445029	1	1	3	8538	0.00802856
0.445386	1	7	3	4203	0.00238571
0.4456	1	6	3	12088	0.0026
0.445814	1	5	3	5912	0.00281428
0.446029	3	19	3	1749	0.0130286
0.446029	1	1	3	7225	0.00302856
0.446386	1	7	3	4203	0.00238571
0.4466	1	6	3	12088	0.0026
0.446814	1	5	3	5912	0.00281428
0.447029	3	19	3	1749	0.0130286
0.447386	1	7	3	4203	0.00238571
0.4476	1	6	3	12088	0.0026
0.447814	1	5	3	5912	0.00281428
0.448029	3	19	3	1969	0.0130286
0.448029	1	1	3	7225	0.00302856
0.448243	3	22	3	155	0.00224286
0.448314	3	21	3	4027	0.00231428
0.448386	3	20	3	4027	0.00238571
0.448529	3	18	3	4027	0.00252857
0.4486	1	6	3	12088	0.0026
0.4486	3	12	3	4027	0.0026
0.448671	3	11	3	1401	0.00267142
0.448743	3	10	3	4027	0.00274285
0.448814	1	5	3	5912	0.00281428
0.448886	3	8	3	3722	0.00288571
0.448957	3	7	3	4027	0.00295714
0.4496	1	6	3	3512	0.0026
0.449886	1	5	3	7882	0.00288571
0.449957	3	6	3	3722	0.00795714
0.450314	3	21	3	4027	0.00231428
0.450386	3	20	3	4027	0.00238571
0.450457	3	19	3	873	0.00245714
0.450529	3	18	3	4027	0.00252857
0.4506	3	12	3	4027	0.0026
0.450671	3	11	3	2846	0.00267142
0.450743	3	10	3	3722	0.00274285
0.450814	3	9	3	1401	0.00281428
0.450886	3	8	3	3722	0.00288571
0.450957	3	7	3	4027	0.00295714
0.451029	1	5	3	11824	0.00302856
0.451243	3	22	3	2406	0.00224286
0.451314	3	21	3	4027	0.00231428
0.451386	3	20	3	4027	0.00238571
0.451529	3	18	3	4027	0.00252857
0.4516	3	12	3	4027	0.0026
0.451671	3	11	3	2846	0.00267142
0.451743	3	10	3	3722	0.00274285
0.451814	3	9	3	1401	0.00281428
0.451886	3	8	3	3722	0.00288571
0.451957	3	7	3	4027	0.00295714
0.452029	1	1	3	12088	0.00802856
0.452029	3	6	3	2406	0.00302856
0.452314	3	21	3	4027	0.00231428
0.452386	3	20	3	4027	0.00238571
0.452529	3	18	3	4027	0.00252857
0.4526	1	7	3	8409	0.0026
0.4526	3	12	3	4027	0.0026
0.452671	3	11	3	2846	0.00267142
0.452743	3	10	3	3722	0.00274285
0.452814	3	9	3	1401	0.00281428
0.452886	3	8	3	3722	0.00288571
0.452957	3	7	3	4027	0.00295714
0.453029	1	5	3	11824	0.00302856
0.454029	1	1	3	11167	0.00802856
0.454029	1	7	3	8538	0.00802856
0.454029	3	9	3	2406	0.00802856
0.454029	3	19	3	1078	0.00802856
0.454243	3	22	3	155	0.00224286
0.454314	3	21	3	4027	0.00231428
0.454386	3	20	3	4027	0.00238571
0.454529	3	18	3	4027	0.00252857
0.4546	3	12	3	4027	0.0026
0.454671	3	11	3	2846	0.00267142
0.454743	3	10	3	4027	0.00274285
0.454814	3	9	3	1401	0.00281428
0.454886	3	8	3	4027	0.00288571
0.454957	3	7	3	4027	0.00295714
0.455029	1	1	3	4269	0.00802856
0.455029	1	7	3	14234	0.00802856
0.455029	3	6	3	272	0.00302856
0.456029	1	7	3	17080	0.00802856
0.4566	1	7	3	8409	0.0026
0.457029	3	19	3	2846	0.00802856
0.457029	1	5	3	11824	0.00302856
0.457743	1	7	3	11211	0.00274285
0.458029	3	19	3	1749	0.00802856
0.458029	1	5	3	6191	0.00302856
0.458957	1	7	3	15415	0.00295714
0.459029	3	6	3	3722	0.0130286
0.459957	3	19	3	873	0.00795714
0.461029	3	6	3	2406	0.0130286
0.461029	3	22	3	2406	0.0130286
0.461243	3	22	3	111	0.00224286
0.461314	3	21	3	4027	0.00231428
0.461386	3	20	3	4027	0.00238571
0.461457	3	19	3	638	0.00245714
0.461529	3	18	3	4027	0.00252857
0.4616	3	12	3	4027	0.0026
0.461671	3	11	3	2846	0.00267142
0.461743	3	10	3	4027	0.00274285
0.461814	3	9	3	1401	0.00281428
0.461886	3	8	3	4027	0.00288571
0.461957	3	7	3	4027	0.00295714
0.463029	3	6	3	2406	0.0130286
0.463029	3	22	3	2406	0.0130286
0.463243	3	22	3	155	0.00224286
0.463314	3	21	3	4027	0.00231428
0.463386	3	20	3	4027	0.00238571
0.463529	3	18	3	4027	0.00252857
0.4636	3	12	3	4027	0.0026
0.463671	3	11	3	2846	0.00267142
0.463743	3	10	3	4027	0.00274285
0.463814	3	9	3	1401	0.00281428
0.463886	3	8	3	4027	0.00288571
0.463957	3	7	3	4027	0.00295714
0.464029	3	6	3	1401	0.00302856
0.464243	3	22	3	155	0.00224286
0.464314	3	21	3	4027	0.00231428
0.464386	3	20	3	4027	0.00238571
0.464529	3	18	3	4027	0.00252857
0.4646	3	12	3	4027	0.0026
0.464671	3	11	3	2846	0.00267142
0.464743	3	10	3	4027	0.00274285
0.464814	3	9	3	1401	0.00281428
0.464886	3	8	3	4027	0.00288571
0.464957	1	7	3	20264	0.00795714
0.464957	3	7	3	4027	0.00295714
0.465029	3	6	3	3722	0.00302856
0.465243	3	22	3	155	0.00224286
0.465314	3	21	3	4027	0.00231428
0.465386	3	20	3	4027	0.00238571
0.465529	3	18	3	4027	0.00252857
0.4656	3	12	3	4027	0.0026
0.465671	3	11	3	2846	0.00267142
0.465743	3	10	3	4027	0.00274285
0.465814	3	9	3	1401	0.00281428
0.465886	3	8	3	4027	0.00288571
0.465957	3	7	3	4027	0.00295714
0.466314	3	21	3	4027	0.00231428
0.466386	3	20	3	4027	0.00238571
0.466529	3	18	3	4027	0.00252857
0.4666	3	12	3	4027	0.0026
0.466671	3	11	3	2846	0.00267142
0.466743	3	10	3	4027	0.00274285
0.466814	3	9	3	1401	0.00281428
0.466886	3	8	3	4027	0.00288571
0.466957	3	7	3	4027	0.00295714
0.467243	3	22	3	3282	0.00224286
0.467314	3	21	3	4027	0.00231428
0.467386	3	20	3	4027	0.00238571
0.467457	3	19	3	873	0.00245714
0.467529	3	18	3	4027	0.00252857
0.4676	3	12	3	4027	0.0026
0.467671	3	11	3	3282	0.00267142
0.467743	3	10	3	4027	0.00274285
0.467886	3	8	3	4027	0.00288571
0.467957	3	7	3	4027	0.00295714
0.469029	3	19	3	1401	0.00802856
0.470029	3	19	3	1401	0.00802856
0.471029	3	19	3	2406	0.00802856
0.472029	3	6	3	4027	0.00802856
0.472029	3	19	3	2406	0.00802856
0.472029	3	22	3	4027	0.00802856
0.473029	3	6	3	4027	0.00802856
0.473029	3	9	3	1749	0.00802856
0.473314	3	21	3	4027	0.00231428
0.473386	3	20	3	4027	0.00238571
0.473457	3	19	3	1078	0.00245714
0.473529	3	18	3	4027	0.00252857
0.4736	3	12	3	4027	0.0026
0.473743	3	10	3	4027	0.00274285
0.473814	3	9	3	1401	0.00281428
0.473886	3	8	3	4027	0.00288571
0.473957	3	7	3	4027	0.00295714
0.474243	3	22	3	3722	0.00224286
0.474314	3	21	3	4027	0.00231428
0.474386	3	20	3	4027	0.00238571
0.474529	3	18	3	4027	0.00252857
0.4746	3	12	3	4027	0.0026
0.474743	3	10	3	4027	0.00274285
0.474814	3	9	3	1401	0.00281428
0.474886	3	8	3	4027	0.00288571
0.474957	3	7	3	4027	0.00295714
0.475029	3	6	3	3722	0.00302856
0.475243	3	22	3	3722	0.00224286
0.475314	3	21	3	4027	0.00231428
0.475386	3	20	3	4027	0.00238571
0.475529	3	18	3	4027	0.00252857
0.4756	3	12	3	4027	0.0026
0.475743	3	10	3	4027	0.00274285
0.475814	3	9	3	1401	0.00281428
0.475957	3	7	3	4027	0.00295714
0.476243	3	22	3	3722	0.00224286
0.476314	3	21	3	4027	0.00231428
0.476386	3	20	3	4027	0.00238571
0.476529	3	18	3	4027	0.00252857
0.4766	3	12	3	4027	0.0026
0.476743	3	10	3	4027	0.00274285
0.476814	3	9	3	1401	0.00281428
0.476886	3	8	3	4027	0.00288571
0.476957	3	7	3	4027	0.00295714
0.477029	3	6	3	3722	0.00302856
0.477243	3	22	3	2846	0.00224286
0.477314	3	21	3	4027	0.00231428
0.477386	3	20	3	4027	0.00238571
0.477529	3	18	3	4027	0.00252857
0.4776	3	12	3	4027	0.0026
0.477743	3	10	3	4027	0.00274285
0.477814	3	9	3	1401	0.00281428
0.477886	3	8	3	4027	0.00288571
0.477957	3	7	3	4027	0.00295714
0.479029	3	11	3	3282	0.00802856
0.479029	3	22	3	3722	0.00802856
0.480029	3	11	3	3282	0.00802856
0.480029	3	19	3	2406	0.00802856
0.481029	3	8	3	4027	0.00802856
0.481029	3	11	3	3282	0.00802856
0.481029	3	19	3	1749	0.00802856
0.481957	3	11	3	3282	0.00795714
0.481957	3	19	3	2846	0.00795714
0.483029	3	6	3	4027	0.00802856
0.483029	3	11	3	3282	0.00802856
0.483029	3	19	3	1749	0.00802856
0.483243	3	22	3	3722	0.00224286
0.483314	3	21	3	4027	0.00231428
0.483386	3	20	3	4027	0.00238571
0.483457	3	19	3	1078	0.00245714
0.483529	3	18	3	4027	0.00252857
0.4836	3	12	3	4027	0.0026
0.483671	3	11	3	2846	0.00267142
0.483743	3	10	3	4027	0.00274285
0.483814	3	9	3	1401	0.00281428
0.483886	3	8	3	4027	0.00288571
0.483957	3	7	3	4027	0.00295714
0.484029	3	6	3	3722	0.00302856
0.484243	3	22	3	638	0.00224286
0.484314	3	21	3	4027	0.00231428
0.484386	3	20	3	4027	0.00238571
0.484457	3	19	3	1078	0.00245714
0.484529	3	18	3	4027	0.00252857
0.4846	3	12	3	4027	0.0026
0.484743	3	10	3	4027	0.00274285
0.484814	3	9	3	1401	0.00281428
0.484886	3	8	3	4027	0.00288571
0.484957	3	7	3	4027	0.00295714
0.485243	3	22	3	638	0.00224286
0.485314	3	21	3	4027	0.00231428
0.485386	3	20	3	4027	0.00238571
0.485529	3	18	3	4027	0.00252857
0.4856	3	12	3	4027	0.0026
0.485743	3	10	3	4027	0.00274285
0.485814	3	9	3	1401	0.00281428
0.485886	3	8	3	4027	0.00288571
0.485957	3	7	3	4027	0.00295714
0.486243	3	22	3	638	0.00224286
0.486314	3	21	3	4027	0.00231428
0.486386	3	20	3	4027	0.00238571
0.486529	3	18	3	4027	0.00252857
0.4866	3	12	3	4027	0.0026
0.486671	3	11	3	1401	0.00267142
0.486743	3	10	3	4027	0.00274285
0.486814	3	9	3	1401	0.00281428
0.486886	3	8	3	4027	0.00288571
0.486957	3	7	3	4027	0.00295714
0.487029	3	6	3	3722	0.00302856
0.487243	3	22	3	638	0.00224286
0.487314	3	21	3	4027	0.00231428
0.487386	3	20	3	4027	0.00238571
0.487529	3	18	3	4027	0.00252857
0.4876	3	12	3	4027	0.0026
0.487743	3	10	3	4027	0.00274285
