time(s)	cellId	rnti	lcid	packetSize
0.444	1	6	3	12088
0.444	1	5	3	5912
0.444	1	1	3	12088
0.445	1	7	3	4203
0.445	1	6	3	12088
0.445	1	5	3	5912
0.445	1	1	3	7225
0.446	1	7	3	8538
0.446	1	6	3	12088
0.446	1	5	3	5912
0.446	1	1	3	11167
0.446	3	22	3	155
0.446	3	21	3	4027
0.446	3	20	3	4027
0.446	3	19	3	1078
0.446	3	18	3	4027
0.446	3	12	3	4027
0.446	3	11	3	1401
0.446	3	10	3	4027
0.446	3	9	3	2406
0.446	3	8	3	3722
0.446	3	7	3	4027
0.446	3	6	3	3722
0.447	1	7	3	14234
0.447	1	6	3	3512
0.447	1	5	3	7882
0.447	1	1	3	4269
0.448	1	7	3	17080
0.448	1	5	3	11824
0.448	3	22	3	2406
0.448	3	21	3	4027
0.448	3	20	3	4027
0.448	3	19	3	873
0.448	3	18	3	4027
0.448	3	12	3	4027
0.448	3	11	3	2846
0.448	3	10	3	3722
0.448	3	9	3	1401
0.448	3	8	3	3722
0.448	3	7	3	4027
0.448	3	6	3	2406
0.449	3	22	3	2406
0.449	3	21	3	4027
0.449	3	20	3	4027
0.449	3	19	3	2846
0.449	3	18	3	4027
0.449	3	12	3	4027
0.449	3	11	3	2846
0.449	3	10	3	3722
0.449	3	9	3	1401
0.449	3	8	3	3722
0.449	3	7	3	4027
0.449	3	6	3	2406
0.45	1	7	3	8409
0.45	1	5	3	11824
0.45	3	22	3	2406
0.45	3	21	3	4027
0.45	3	20	3	4027
0.45	3	19	3	1749
0.45	3	18	3	4027
0.45	3	12	3	4027
0.45	3	11	3	2846
0.45	3	10	3	3722
0.45	3	9	3	1401
0.45	3	8	3	3722
0.45	3	7	3	4027
0.45	3	6	3	2406
0.452	3	22	3	155
0.452	3	21	3	4027
0.452	3	20	3	4027
0.452	3	19	3	873
0.452	3	18	3	4027
0.452	3	12	3	4027
0.452	3	11	3	2846
0.452	3	10	3	4027
0.452	3	9	3	1401
0.452	3	8	3	4027
0.452	3	7	3	4027
0.452	3	6	3	272
0.454	1	7	3	8409
0.454	1	5	3	11824
0.455	1	7	3	11211
0.455	1	5	3	6191
0.456	1	7	3	15415
0.457	1	7	3	20264
0.459	3	22	3	111
0.459	3	21	3	4027
0.459	3	20	3	4027
0.459	3	19	3	638
0.459	3	18	3	4027
0.459	3	12	3	4027
0.459	3	11	3	2846
0.459	3	10	3	4027
0.459	3	9	3	1401
0.459	3	8	3	4027
0.459	3	7	3	4027
0.461	3	22	3	155
0.461	3	21	3	4027
0.461	3	20	3	4027
0.461	3	19	3	1401
0.461	3	18	3	4027
0.461	3	12	3	4027
0.461	3	11	3	2846
0.461	3	10	3	4027
0.461	3	9	3	1401
0.461	3	8	3	4027
0.461	3	7	3	4027
0.461	3	6	3	1401
0.462	3	22	3	155
0.462	3	21	3	4027
0.462	3	20	3	4027
0.462	3	19	3	1401
0.462	3	18	3	4027
0.462	3	12	3	4027
0.462	3	11	3	2846
0.462	3	10	3	4027
0.462	3	9	3	1401
0.462	3	8	3	4027
0.462	3	7	3	4027
0.462	3	6	3	3722
0.463	3	22	3	155
0.463	3	21	3	4027
0.463	3	20	3	4027
0.463	3	19	3	2406
0.463	3	18	3	4027
0.463	3	12	3	4027
0.463	3	11	3	2846
0.463	3	10	3	4027
0.463	3	9	3	1401
0.463	3	8	3	4027
0.463	3	7	3	4027
0.464	3	22	3	4027
0.464	3	21	3	4027
0.464	3	20	3	4027
0.464	3	19	3	2406
0.464	3	18	3	4027
0.464	3	12	3	4027
0.464	3	11	3	2846
0.464	3	10	3	4027
0.464	3	9	3	1401
0.464	3	8	3	4027
0.464	3	7	3	4027
0.464	3	6	3	4027
0.465	3	22	3	3282
0.465	3	21	3	4027
0.465	3	20	3	4027
0.465	3	19	3	873
0.465	3	18	3	4027
0.465	3	12	3	4027
0.465	3	11	3	3282
0.465	3	10	3	4027
0.465	3	9	3	1749
0.465	3	8	3	4027
0.465	3	7	3	4027
0.465	3	6	3	4027
0.471	3	22	3	3722
0.471	3	21	3	4027
0.471	3	20	3	4027
0.471	3	19	3	1078
0.471	3	18	3	4027
0.471	3	12	3	4027
0.471	3	11	3	3282
0.471	3	10	3	4027
0.471	3	9	3	1401
0.471	3	8	3	4027
0.471	3	7	3	4027
0.472	3	22	3	3722
0.472	3	21	3	4027
0.472	3	20	3	4027
0.472	3	19	3	2406
0.472	3	18	3	4027
0.472	3	12	3	4027
0.472	3	11	3	3282
0.472	3	10	3	4027
0.472	3	9	3	1401
0.472	3	8	3	4027
0.472	3	7	3	4027
0.472	3	6	3	3722
0.473	3	22	3	3722
0.473	3	21	3	4027
0.473	3	20	3	4027
0.473	3	19	3	1749
0.473	3	18	3	4027
0.473	3	12	3	4027
0.473	3	11	3	3282
0.473	3	10	3	4027
0.473	3	9	3	1401
0.473	3	8	3	4027
0.473	3	7	3	4027
0.474	3	22	3	3722
0.474	3	21	3	4027
0.474	3	20	3	4027
0.474	3	19	3	2846
0.474	3	18	3	4027
0.474	3	12	3	4027
0.474	3	11	3	3282
0.474	3	10	3	4027
0.474	3	9	3	1401
0.474	3	8	3	4027
0.474	3	7	3	4027
0.474	3	6	3	3722
0.475	3	22	3	2846
0.475	3	21	3	4027
0.475	3	20	3	4027
0.475	3	19	3	1749
0.475	3	18	3	4027
0.475	3	12	3	4027
0.475	3	11	3	3282
0.475	3	10	3	4027
0.475	3	9	3	1401
0.475	3	8	3	4027
0.475	3	7	3	4027
0.475	3	6	3	4027
0.481	3	22	3	3722
0.481	3	21	3	4027
0.481	3	20	3	4027
0.481	3	19	3	1078
0.481	3	18	3	4027
0.481	3	12	3	4027
0.481	3	11	3	2846
0.481	3	10	3	4027
0.481	3	9	3	1401
0.481	3	8	3	4027
0.481	3	7	3	4027
0.481	3	6	3	3722
0.482	3	22	3	638
0.482	3	21	3	4027
0.482	3	20	3	4027
0.482	3	19	3	1078
0.482	3	18	3	4027
0.482	3	12	3	4027
0.482	3	11	3	4027
0.482	3	10	3	4027
0.482	3	9	3	1401
0.482	3	8	3	4027
0.482	3	7	3	4027
0.483	3	22	3	638
0.483	3	21	3	4027
0.483	3	20	3	4027
0.483	3	19	3	1749
0.483	3	18	3	4027
0.483	3	12	3	4027
0.483	3	11	3	4027
0.483	3	10	3	4027
0.483	3	9	3	1401
0.483	3	8	3	4027
0.483	3	7	3	4027
0.484	3	22	3	638
0.484	3	21	3	4027
0.484	3	20	3	4027
0.484	3	19	3	1969
0.484	3	18	3	4027
0.484	3	12	3	4027
0.484	3	11	3	1401
0.484	3	10	3	4027
0.484	3	9	3	1401
0.484	3	8	3	4027
0.484	3	7	3	4027
0.484	3	6	3	3722
0.485	3	22	3	638
0.485	3	21	3	4027
0.485	3	20	3	4027
0.485	3	19	3	2406
0.485	3	18	3	4027
0.485	3	12	3	4027
0.485	3	11	3	4027
0.485	3	10	3	4027
0.485	3	9	3	1401
0.485	3	8	3	4027
0.485	3	7	3	4027
0.485	3	6	3	3722
0.486	3	22	3	638
0.486	3	21	3	3583
0.486	3	20	3	3583
0.486	3	19	3	1401
0.486	3	18	3	3583
0.486	3	12	3	3583
0.486	3	11	3	4027
0.486	3	10	3	4027
0.486	3	9	3	1401
0.486	3	8	3	4027
0.486	3	7	3	3583
0.486	3	6	3	1078
0.492	3	22	3	3722
0.492	3	19	3	1078
0.492	3	11	3	2846
0.492	3	10	3	778
0.492	3	9	3	1401
0.492	3	8	3	4027
0.492	3	6	3	3722
0.492	3	5	3	111
0.492	3	4	3	111
0.492	3	3	3	111
0.492	3	2	3	111
0.493	3	22	3	3722
0.493	3	19	3	1078
0.493	3	11	3	4027
0.493	3	9	3	1401
0.493	3	8	3	1632
0.493	3	6	3	3722
0.493	3	5	3	111
0.493	3	4	3	111
0.493	3	3	3	111
0.493	3	2	3	111
0.493	3	1	3	228
0.494	3	22	3	3722
0.494	3	19	3	1749
0.494	3	11	3	4027
0.494	3	9	3	1401
0.494	3	6	3	3722
0.494	3	5	3	111
0.494	3	4	3	111
0.494	3	3	3	111
0.494	3	2	3	228
0.494	3	1	3	228
0.495	3	22	3	3722
0.495	3	19	3	2406
0.495	3	11	3	4027
0.495	3	9	3	1401
0.495	3	6	3	3722
0.495	3	5	3	111
0.495	3	4	3	111
0.495	3	3	3	111
0.495	3	2	3	228
0.495	3	1	3	228
0.496	3	22	3	3722
0.496	3	19	3	2406
0.496	3	11	3	4027
0.496	3	9	3	1401
0.496	3	6	3	3722
0.496	3	5	3	111
0.496	3	4	3	111
0.496	3	3	3	111
0.496	3	2	3	228
0.496	3	1	3	228
0.497	3	22	3	3722
0.497	3	19	3	1749
0.497	3	11	3	1749
0.497	3	9	3	1401
0.497	3	6	3	3722
0.497	3	5	3	111
0.497	3	4	3	111
0.497	3	3	3	111
0.497	3	2	3	228
0.497	3	1	3	228
0.503	3	22	3	3722
0.503	3	19	3	1078
0.503	3	11	3	2846
0.503	3	9	3	1401
0.503	3	6	3	3722
0.503	3	5	3	2406
0.503	3	4	3	4027
0.503	3	3	3	4027
0.503	3	2	3	8057
0.503	3	1	3	1283
0.504	3	22	3	3722
0.504	3	19	3	1078
0.504	3	11	3	4027
0.504	3	9	3	1401
0.504	3	6	3	3722
0.504	3	5	3	2406
0.504	3	4	3	4027
0.504	3	3	3	4027
0.504	3	2	3	4027
0.504	3	1	3	1283
0.505	3	22	3	3722
0.505	3	19	3	1749
0.505	3	11	3	4027
0.505	3	9	3	1401
0.505	3	6	3	3722
0.505	3	5	3	2406
0.505	3	4	3	4027
0.505	3	3	3	4027
0.505	3	2	3	8057
0.505	3	1	3	1283
0.506	3	22	3	3722
0.506	3	19	3	2406
0.506	3	11	3	4027
0.506	3	9	3	1401
0.506	3	6	3	3722
0.506	3	5	3	2406
0.506	3	4	3	4027
0.506	3	3	3	4027
0.506	3	2	3	8057
0.506	3	1	3	1283
0.507	3	22	3	3722
0.507	3	19	3	2406
0.507	3	11	3	2547
0.507	3	9	3	1401
0.507	3	6	3	3722
0.507	3	5	3	2406
0.507	3	4	3	4027
0.507	3	3	3	4027
0.507	3	2	3	8057
0.507	3	1	3	1283
0.508	3	22	3	3722
0.508	3	19	3	3722
0.508	3	9	3	1401
0.508	3	6	3	3722
0.508	3	5	3	2406
0.508	3	4	3	4027
0.508	3	3	3	8057
0.508	3	2	3	8057
0.508	3	1	3	1283
0.514	3	22	3	3722
0.514	3	19	3	873
0.514	3	9	3	1401
0.514	3	6	3	3722
0.514	3	5	3	2846
0.514	3	4	3	4027
0.514	3	3	3	8057
0.514	3	2	3	8057
0.514	3	1	3	1283
0.515	3	22	3	3722
0.515	3	19	3	873
0.515	3	9	3	1401
0.515	3	6	3	3722
0.515	3	5	3	2846
0.515	3	4	3	4027
0.515	3	3	3	8057
0.515	3	2	3	8057
0.515	3	1	3	1283
0.516	3	22	3	3722
0.516	3	19	3	1401
0.516	3	9	3	1401
0.516	3	6	3	3722
0.516	3	5	3	2846
0.516	3	4	3	4027
0.516	3	3	3	8057
0.516	3	2	3	8057
0.516	3	1	3	1283
0.517	3	22	3	3722
0.517	3	19	3	1401
0.517	3	9	3	1401
0.517	3	6	3	3722
0.517	3	5	3	2846
0.517	3	4	3	4027
0.517	3	3	3	8057
0.517	3	2	3	8057
0.517	3	1	3	1283
0.518	3	22	3	3722
0.518	3	19	3	2406
0.518	3	9	3	1401
0.518	3	6	3	3722
0.518	3	5	3	2846
0.518	3	4	3	4027
0.518	3	3	3	8057
0.518	3	2	3	8057
0.518	3	1	3	1283
0.519	3	22	3	3722
0.519	3	19	3	1969
0.519	3	9	3	1401
0.519	3	6	3	3722
0.519	3	5	3	2846
0.519	3	4	3	4027
0.519	3	3	3	8057
0.519	3	2	3	8057
0.519	3	1	3	1283
0.52	3	22	3	3722
0.52	3	19	3	1078
0.52	3	9	3	1401
0.52	3	6	3	3722
0.52	3	5	3	2846
0.52	3	4	3	4027
0.52	3	3	3	8057
0.52	3	2	3	8057
0.52	3	1	3	1283
0.525	3	22	3	3722
0.525	3	19	3	1078
0.525	3	9	3	1401
0.525	3	6	3	3722
0.525	3	5	3	2846
0.525	3	4	3	4027
0.525	3	3	3	8057
0.525	3	2	3	8057
0.525	3	1	3	1283
0.526	3	22	3	3722
0.526	3	19	3	1078
0.526	3	9	3	1401
0.526	3	6	3	3722
0.526	3	5	3	2846
0.526	3	4	3	4027
0.526	3	3	3	8057
0.526	3	2	3	8057
0.526	3	1	3	1283
0.527	3	22	3	3722
0.527	3	19	3	2406
0.527	3	9	3	1401
0.527	3	6	3	3722
0.527	3	5	3	2846
0.527	3	4	3	4027
0.527	3	3	3	4027
0.527	3	2	3	8057
0.527	3	1	3	1283
0.528	3	22	3	3722
0.528	3	19	3	2846
0.528	3	9	3	1401
0.528	3	6	3	3722
0.528	3	5	3	2846
0.528	3	4	3	4027
0.528	3	3	3	8057
0.528	3	2	3	8057
0.528	3	1	3	1283
0.529	3	22	3	3722
0.529	3	19	3	1749
0.529	3	9	3	1401
0.529	3	6	3	3722
0.529	3	5	3	2846
0.529	3	4	3	4027
0.529	3	3	3	8057
0.529	3	2	3	8057
0.529	3	1	3	1283
0.53	3	22	3	3722
0.53	3	19	3	3282
0.53	3	9	3	1401
0.53	3	6	3	3722
0.53	3	5	3	2846
0.53	3	4	3	4027
0.53	3	3	3	8057
0.53	3	2	3	8057
0.53	3	1	3	1283
0.536	3	22	3	3722
0.536	3	19	3	1078
0.536	3	9	3	1401
0.536	3	6	3	3406
0.536	3	5	3	2846
0.536	3	4	3	8057
0.536	3	3	3	8057
0.536	3	2	3	3021
0.536	3	1	3	1283
0.537	3	22	3	4027
0.537	3	19	3	1078
0.537	3	9	3	1401
0.537	3	5	3	5692
0.537	3	4	3	8057
0.537	3	3	3	8057
0.537	3	1	3	1283
0.538	3	22	3	4027
0.538	3	19	3	3722
0.538	3	9	3	2802
0.538	3	5	3	5692
0.538	3	4	3	8057
0.538	3	3	3	7528
0.538	3	1	3	1283
0.539	3	22	3	3282
0.539	3	19	3	3939
0.539	3	9	3	2802
0.539	3	5	3	5692
0.539	3	4	3	8057
0.539	3	1	3	1283
0.54	3	22	3	2039
0.54	3	19	3	8538
0.54	3	9	3	2802
0.54	3	5	3	5692
0.54	3	4	3	8057
0.54	3	1	3	1283
0.541	3	19	3	11167
0.541	3	9	3	4203
0.541	3	5	3	5692
0.541	3	4	3	8057
0.541	3	1	3	1283
0.547	3	19	3	3238
0.547	3	9	3	4203
0.547	3	5	3	5692
0.547	3	4	3	8057
0.547	3	1	3	1283
0.548	3	19	3	3238
0.548	3	9	3	4203
0.548	3	5	3	5692
0.548	3	4	3	8057
0.548	3	1	3	1283
0.549	3	19	3	5255
0.549	3	9	3	4203
0.549	3	5	3	5692
0.549	3	4	3	8057
0.549	3	1	3	1283
0.55	3	19	3	5255
0.55	3	9	3	4203
0.55	3	5	3	8538
0.55	3	4	3	3536
0.55	3	1	3	1283
0.551	3	19	3	5806
0.551	3	9	3	4203
0.551	3	5	3	8538
0.551	3	1	3	1283
0.553	3	9	3	4203
0.553	3	5	3	9633
0.553	3	1	3	2567
0.557	3	9	3	5604
0.557	3	5	3	11387
0.557	3	1	3	2567
0.558	3	9	3	5604
0.558	3	5	3	14652
0.558	3	1	3	2567
0.559	3	9	3	6358
0.559	3	1	3	3851
0.56	3	1	3	7706
0.561	3	1	3	7706
0.562	3	1	3	7064
0.564	3	1	3	7706
0.565	3	1	3	7706
0.566	3	1	3	7706
0.567	3	1	3	7706
0.568	3	1	3	7064
0.569	3	1	3	7706
0.57	3	1	3	7706
0.571	3	1	3	7064
0.572	3	1	3	7064
0.573	3	1	3	7706
0.574	3	1	3	4482
