Time	Entity	Frame	SF	Slot	nodeId	RNTI	bwpId	Harq ID	K1 Delay
0.113071	DL DCI Rxed	11	3	0	1	10	0	15	2
0.113071	DL DCI Rxed	11	3	0	1	21	0	15	2
0.113071	DL DCI Rxed	11	3	0	1	26	0	15	2
0.113071	DL DCI Rxed	11	3	0	1	27	0	15	2
0.114071	DL DCI Rxed	11	4	0	1	5	0	15	2
0.115071	DL DCI Rxed	11	5	0	1	3	0	15	2
0.115071	DL DCI Rxed	11	5	0	1	12	0	15	2
0.115071	DL DCI Rxed	11	5	0	1	23	0	15	2
0.115929	HARQ FD Txed	11	5	0	1	21	0	15	2
0.115929	HARQ FD Txed	11	5	0	1	26	0	15	2
0.115929	HARQ FD Txed	11	5	0	1	27	0	15	2
0.115929	HARQ FD Txed	11	5	0	1	10	0	15	2
0.116071	DL DCI Rxed	11	6	0	1	7	0	15	2
0.116071	DL DCI Rxed	11	6	0	1	8	0	15	2
0.116071	DL DCI Rxed	11	6	0	1	24	0	15	2
0.116929	HARQ FD Txed	11	6	0	1	5	0	15	2
0.117071	DL DCI Rxed	11	7	0	1	1	0	15	2
0.117071	DL DCI Rxed	11	7	0	1	9	0	15	2
0.117071	DL DCI Rxed	11	7	0	1	11	0	15	2
0.117929	HARQ FD Txed	11	7	0	1	12	0	15	2
0.117929	HARQ FD Txed	11	7	0	1	23	0	15	2
0.117929	HARQ FD Txed	11	7	0	1	3	0	15	2
0.118071	DL DCI Rxed	11	8	0	1	22	0	15	2
0.118929	HARQ FD Txed	11	8	0	1	8	0	15	2
0.118929	HARQ FD Txed	11	8	0	1	7	0	15	2
0.118929	HARQ FD Txed	11	8	0	1	24	0	15	2
0.119071	DL DCI Rxed	11	9	0	1	5	0	15	2
0.119929	HARQ FD Txed	11	9	0	1	9	0	15	2
0.119929	HARQ FD Txed	11	9	0	1	1	0	15	2
0.119929	HARQ FD Txed	11	9	0	1	11	0	15	2
0.120071	DL DCI Rxed	12	0	0	1	12	0	15	2
0.120071	DL DCI Rxed	12	0	0	1	23	0	15	2
0.120929	HARQ FD Txed	12	0	0	1	22	0	15	2
0.121071	DL DCI Rxed	12	1	0	1	24	0	15	2
0.121929	HARQ FD Txed	12	1	0	1	5	0	15	2
0.122071	DL DCI Rxed	12	2	0	1	9	0	15	2
0.122929	HARQ FD Txed	12	2	0	1	23	0	15	2
0.122929	HARQ FD Txed	12	2	0	1	12	0	15	2
0.123071	DL DCI Rxed	12	3	0	1	22	0	15	2
0.123929	HARQ FD Txed	12	3	0	1	24	0	15	2
0.124071	DL DCI Rxed	12	4	0	1	5	0	15	2
0.124929	HARQ FD Txed	12	4	0	1	9	0	15	2
0.125071	DL DCI Rxed	12	5	0	1	23	0	15	2
